customer_id,name,email,phone_number,location,signup_date,is_premium,preferred_cuisine,total_orders,average_rating
37a74b38-31a7-498a-96e4-63086e46a79f,Kelsey Wolf,matthewbrown@example.org,(623)876-9961,Lake Briannaborough,2024-09-08,False,Mexican,3,5.0
e023342e-6747-426a-85b3-874e6a013659,Paige Medina,lori58@example.net,+1-403-712-8392,East George,2022-11-24,False,Arabian,4,3.0
2a9deaf9-fe5a-4e7c-8271-cdf56fdd03fd,Christina Lucero,navarrozachary@example.net,+1-681-568-4524x83969,Smithchester,2020-02-02,True,Mexican,6,3.0
1bf5e903-b15a-465e-8926-cfd2fe0bf9f8,Melissa Perez,justinjohnson@example.org,(358)908-1642,New Dylan,2024-08-08,False,Chinese,10,1.0
8f84f6d4-0970-4cec-ad80-0aaddce47192,Melissa Dominguez,reyesmichael@example.net,859.240.3819,Lake Misty,2024-11-23,False,Mexican,7,5.0
5d0b8308-3df3-4401-8531-62c501872ceb,Kim Walter,terri41@example.org,879.753.2800x1830,East Susan,2023-08-25,False,Indian,1,1.0
9653884f-8644-4b1b-9acb-dd05d2905e7b,Sara Wiley,mistyroberts@example.com,(752)679-1696x7485,Ochoachester,2022-03-25,False,Mexican,6,5.0
b9f306af-8ff9-4653-a854-9a419f02e925,David Morales,dylanrichmond@example.com,764-626-6572,North April,2024-03-09,False,Italian,9,5.0
bdf0c297-3d70-4add-9c16-365e30b531cf,Monica Johnson,adamjones@example.com,001-733-773-0025x976,East Lisa,2024-12-30,True,Chinese,4,3.0
2549cece-5a6c-4a59-8919-2b9ac1bb5c38,Cameron Jones,wjones@example.org,001-652-986-9836x7020,Davidbury,2022-03-30,True,Mexican,1,5.0
e25c05c0-f195-4b34-bcee-79b7da3ac52a,Jennifer Rivera,zmadden@example.org,393.520.0606,Port Hunter,2021-11-03,False,Indian,10,4.0
3e6c7729-1657-4cfe-bc06-7c0e111d06e4,Karen Nguyen,bethany90@example.net,001-251-903-2428x535,Jonathanshire,2024-07-26,True,Chinese,4,5.0
c0b8672d-7ab6-4d2d-8596-71008990323c,Sharon Cole,megan39@example.net,2899937669,Walshberg,2022-01-08,False,Arabian,8,1.0
12806abf-921b-4aae-afb7-286375ccaf7a,Katrina Johnson,mallory96@example.com,(933)291-8086x5467,Gonzalezton,2022-09-04,False,Indian,2,3.0
4454f511-c2c5-47f6-81bc-0a01266ffe88,Jaclyn Jones,jasonwhite@example.net,497.923.2364x1094,North Manuelberg,2024-04-03,True,Mexican,7,5.0
ce409404-4065-4d81-815e-59d1846529bb,Antonio Gonzalez,ipena@example.org,805-227-4664x1613,Masonfort,2020-12-23,False,Indian,5,5.0
a2f68fd2-c012-49ce-a462-9d6c63e2e6f6,Antonio Smith,cooktiffany@example.com,698-387-0931x6165,Lake Michaelview,2020-12-29,True,Mexican,3,3.0
b3e33ad5-6871-4f95-b9fc-f2241158bb04,Pamela Henry,rileycharles@example.org,001-458-469-5670,Lake Sandrafurt,2020-12-06,True,Mexican,10,5.0
46ee58d4-abaa-4db7-95a5-15d089aeaa6f,Wendy Henderson,meghan62@example.com,279-615-0932x90655,New Cynthia,2022-11-03,True,Indian,1,3.0
de07d8eb-8f63-43e1-8439-3c0c12d23480,Ethan Gonzales,thomas14@example.com,5806961977,Port Carrieberg,2023-02-13,True,Arabian,5,4.0
d8b86c5a-9c8a-4215-befd-173a04b58dc8,Manuel Clark,amandalane@example.net,451-278-6448,Vasquezmouth,2020-05-02,False,Mexican,6,5.0
2e7ad1c2-4c64-4ca6-9727-5c2a2f6a29a9,Adam Rivera,joanne18@example.net,340-734-9654,Port Aprilfurt,2023-12-01,True,Chinese,1,4.0
fa110c2e-7a44-438b-8756-dde746485835,Kevin Baker,deannaromero@example.org,3985834828,Port Sarah,2020-11-07,True,Mexican,10,1.0
290041b0-b64b-40ba-bf5a-30da40805af2,Steven Brown,nho@example.org,940-811-8635x1276,East Randall,2025-02-06,True,Italian,5,1.0
c68b3eaa-41c2-4da5-81b7-f74e10744299,Albert Ballard,chelsearivera@example.com,533-965-3274x7038,Amandabury,2024-10-23,False,Mexican,6,4.0
25636a01-0943-400a-8e7c-fe3fc3e1f5e7,Linda Fields,ubrown@example.com,522.975.4758,South Kimberlyshire,2022-12-06,True,Indian,1,1.0
a2f71cda-3652-4a2a-a593-2aee2513d0d3,Lynn Thomas,deckersteven@example.net,287-274-4567,South Juliaside,2024-03-24,True,Chinese,5,5.0
126a73a7-1d4a-4648-827f-c7a123e0d68c,Bradley Mendoza,qwilson@example.com,(628)388-1109x8592,Lake Brandy,2020-01-04,False,Chinese,4,3.0
40fee5bb-3d11-4ab5-b060-590eed5fbf0d,Andrew Wells,randynguyen@example.com,(907)292-4339x62079,Kendraburgh,2024-09-12,True,Chinese,2,5.0
e5ed3889-3443-495d-9356-59d95186db6f,Jill Martin,powellryan@example.net,(235)513-2936x41381,South John,2022-03-13,False,Italian,5,4.0
